Closest_match,Score,Expected,Template_length,Template_Identity,Template_Coverage,Query_Identity,Query_Coverage,Depth,q_value,p_value,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,LCA_TaxId
"820|AF013606.1 Bacteroides uniformis RecA (recA) gene",246,0,388,73.45,73.71,99.65,135.66,2.29,245.53,1e-26,Bacteria,unk_k,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,820
155900|GQ874593.1 Uncultured organism clone 1041059766943 genomic sequence,8732,1,2780,99.24,99.53,99.71,100.47,13.34,8728.63,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874594.1 Uncultured organism clone 1041059766944 genomic sequence,8214,0,2338,99.14,100.0,99.14,100.0,18.97,8211.16,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874597.1 Uncultured organism clone 1041059766947 genomic sequence,3196,0,1094,98.72,98.81,99.91,101.2,12.94,3194.67,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874598.1 Uncultured organism clone 1041059766949 genomic sequence,1646,0,1530,74.9,76.14,98.37,131.33,5.81,1644.14,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,
155900|GQ874599.1 Uncultured organism clone 1041059766950 genomic sequence,4050,0,1400,99.93,100.71,99.22,99.29,13.82,4048.3,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874600.1 Uncultured organism clone 1041059766952 genomic sequence,830,0,1013,93.98,97.24,96.65,102.84,4.79,828.77,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,
155900|GQ874601.1 Uncultured organism clone 1041059766954 genomic sequence,7614,1,2765,99.86,100.04,99.82,99.96,11.91,7610.65,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874604.1 Uncultured organism clone 1041059766959 genomic sequence,4784,0,1119,99.64,100.0,99.64,100.0,21.54,4782.64,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874607.1 Uncultured organism clone 1041059766963 genomic sequence,2686,0,1280,95.86,98.12,97.69,101.91,10.28,2684.45,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,
155900|GQ874608.1 Uncultured organism clone 1041059766964 genomic sequence,2370,0,1275,98.2,99.76,98.43,100.24,9.37,2368.45,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874609.1 Uncultured organism clone 1041059766966 genomic sequence,6996,0,1410,99.79,100.0,99.79,100.0,23.89,6994.29,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874612.1 Uncultured organism clone 1041059766971 genomic sequence,2434,0,1685,98.22,99.53,98.69,100.48,7.45,2431.96,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874613.1 Uncultured organism clone 1041059766973 genomic sequence,1376,0,881,100.0,100.0,100.0,100.0,8.59,1374.93,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874615.1 Uncultured organism clone 1041059766977 genomic sequence,6824,1,2625,98.36,98.55,99.81,101.47,10.84,6820.82,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874616.1 Uncultured organism clone 1041059766978 genomic sequence,1142,0,1523,50.76,50.76,100.0,197.02,3.4,1140.15,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874617.1 Uncultured organism clone 1041059766979 genomic sequence,5870,1,2707,99.26,100.0,99.26,100.0,10.86,5866.72,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874618.1 Uncultured organism clone 1041059766980 genomic sequence,1404,0,1763,65.4,66.25,98.72,150.94,4.49,1401.86,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874619.1 Uncultured organism clone 1041059766981 genomic sequence,2860,0,957,99.58,100.31,99.27,99.69,13.58,2858.84,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874621.1 Uncultured organism clone 1041059766985 genomic sequence,2732,0,1322,99.92,100.45,99.47,99.55,9.28,2730.4,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874622.1 Uncultured organism clone 1041059766987 genomic sequence,1844,0,1143,95.71,96.68,99.0,103.44,7.75,1842.61,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874624.1 Uncultured organism clone 1041059766990 genomic sequence,1804,0,1030,99.9,100.68,99.23,99.32,8.06,1802.75,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874625.1 Uncultured organism clone 1041059766992 genomic sequence,4630,0,1530,100.0,100.0,100.0,100.0,13.99,4628.14,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874626.1 Uncultured organism clone 1041059766994 genomic sequence,972,0,429,99.77,100.0,99.77,100.0,9.99,971.48,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874627.1 Uncultured organism clone 1041059766996 genomic sequence,2228,0,1218,100.0,100.0,100.0,100.0,11.0,2226.52,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874633.1 Uncultured organism clone 1041059767006 genomic sequence,1516,0,1030,99.81,100.19,99.61,99.81,8.29,1514.75,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874635.1 Uncultured organism clone 1041059767009 genomic sequence,4328,0,1319,99.62,100.0,99.62,100.0,15.37,4326.4,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874637.1 Uncultured organism clone 1041059767012 genomic sequence,1160,0,982,70.77,71.79,98.58,139.29,6.18,1158.81,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874638.1 Uncultured organism clone 1041059767014 genomic sequence,3726,0,1743,98.85,100.29,98.57,99.71,11.44,3723.89,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874639.1 Uncultured organism clone 1041059767015 genomic sequence,1688,0,1673,95.94,96.59,99.32,103.53,6.28,1685.97,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874640.1 Uncultured organism clone 1041059767016 genomic sequence,1774,0,1483,96.22,96.56,99.65,103.56,6.32,1772.2,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874644.1 Uncultured organism clone 1041059767023 genomic sequence,2276,0,965,99.38,100.0,99.38,100.0,10.93,2274.83,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874647.1 Uncultured organism clone 1041059767028 genomic sequence,2982,0,1060,99.81,100.38,99.44,99.62,11.37,2980.71,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874649.1 Uncultured organism clone 1041059767032 genomic sequence,5048,0,1145,99.83,99.91,99.91,100.09,22.01,5046.61,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874651.1 Uncultured organism clone 1041059767036 genomic sequence,6094,1,3478,98.82,99.88,98.93,100.12,8.53,6089.78,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874653.1 Uncultured organism clone 1041059767039 genomic sequence,2454,0,1325,100.0,100.0,100.0,100.0,8.51,2452.39,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874655.1 Uncultured organism clone 1041059767043 genomic sequence,4288,0,1365,95.9,96.48,99.39,103.64,13.44,4286.34,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874656.1 Uncultured organism clone 1041059767044 genomic sequence,6038,0,2362,99.24,99.41,99.83,100.6,11.31,6035.13,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874657.1 Uncultured organism clone 1041059767045 genomic sequence,3570,0,1471,99.52,100.0,99.52,100.0,11.13,3568.22,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874663.1 Uncultured organism clone 1041059767055 genomic sequence,2904,0,1596,89.1,89.91,99.09,111.22,8.55,2902.06,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874664.1 Uncultured organism clone 1041059767057 genomic sequence,2424,0,1069,99.35,100.0,99.35,100.0,10.23,2422.7,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874666.1 Uncultured organism clone 1041059767061 genomic sequence,2178,0,1156,99.48,100.0,99.48,100.0,9.53,2176.6,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874667.1 Uncultured organism clone 1041059767063 genomic sequence,9134,0,1566,99.74,100.0,99.74,100.0,25.87,9132.1,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874668.1 Uncultured organism clone 1041059767065 genomic sequence,4398,0,964,98.86,99.9,98.96,100.1,23.48,4396.83,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874669.1 Uncultured organism clone 1041059767067 genomic sequence,3724,0,1987,99.14,100.15,98.99,99.85,9.63,3721.59,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874672.1 Uncultured organism clone 1041059767071 genomic sequence,7384,0,1634,99.57,100.12,99.45,99.88,19.99,7382.02,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874673.1 Uncultured organism clone 1041059767072 genomic sequence,1580,0,1148,90.85,93.03,97.66,107.49,7.2,1578.61,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,
155900|GQ874674.1 Uncultured organism clone 1041059767074 genomic sequence,2648,0,1372,96.43,98.03,98.36,102.01,8.71,2646.34,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,
155900|GQ874676.1 Uncultured organism clone 1041059767078 genomic sequence,3400,0,1108,99.01,100.54,98.47,99.46,14.31,3398.66,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874677.1 Uncultured organism clone 1041059767079 genomic sequence,1870,0,1230,69.11,70.08,98.61,142.69,7.16,1868.51,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874678.1 Uncultured organism clone 1041059767080 genomic sequence,2176,0,1080,99.72,100.37,99.35,99.63,11.25,2174.69,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874680.1 Uncultured organism clone 1041059767083 genomic sequence,2948,0,1428,98.95,99.09,99.86,100.92,9.21,2946.27,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874685.1 Uncultured organism clone 1041059767093 genomic sequence,2200,1,2494,59.9,61.67,97.14,162.16,4.73,2196.98,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,
155900|GQ874686.1 Uncultured organism clone 1041059767094 genomic sequence,1318,0,1202,90.1,92.35,97.57,108.29,6.43,1316.54,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,
155900|GQ874691.1 Uncultured organism clone 1041059767102 genomic sequence,2244,0,1351,95.04,95.19,99.84,105.05,7.67,2242.36,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874692.1 Uncultured organism clone 1041059767104 genomic sequence,3176,0,1004,99.7,100.0,99.7,100.0,12.86,3174.78,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874693.1 Uncultured organism clone 1041059767106 genomic sequence,2426,0,934,99.68,100.0,99.68,100.0,12.41,2424.87,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874695.1 Uncultured organism clone 1041059767110 genomic sequence,2058,0,1269,99.13,99.68,99.45,100.32,7.65,2056.46,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874700.1 Uncultured organism clone 1041059767118 genomic sequence,7892,1,2922,99.32,100.0,99.32,100.0,12.75,7888.46,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874702.1 Uncultured organism clone 1041059767121 genomic sequence,6626,0,1424,100.0,100.07,99.93,99.93,21.9,6624.27,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874704.1 Uncultured organism clone 1041059767125 genomic sequence,2640,0,1031,99.9,100.1,99.81,99.9,12.97,2638.75,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874709.1 Uncultured organism clone 1041059767135 genomic sequence,1890,0,1013,99.7,100.0,99.7,100.0,8.76,1888.77,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874710.1 Uncultured organism clone 1041059767137 genomic sequence,5954,1,3062,92.19,93.96,98.12,106.43,9.92,5950.29,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,
155900|GQ874712.1 Uncultured organism clone 1041059767140 genomic sequence,8222,0,1837,99.67,100.0,99.67,100.0,21.27,8219.77,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874713.1 Uncultured organism clone 1041059767141 genomic sequence,4810,0,965,100.0,100.0,100.0,100.0,24.04,4808.83,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874714.1 Uncultured organism clone 1041059767143 genomic sequence,8128,0,1385,99.86,100.0,99.86,100.0,27.27,8126.32,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874716.1 Uncultured organism clone 1041059767146 genomic sequence,2804,0,1289,98.84,99.61,99.22,100.39,10.64,2802.44,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874721.1 Uncultured organism clone 1041059767154 genomic sequence,2616,0,1396,99.5,100.0,99.5,100.0,8.2,2614.31,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874722.1 Uncultured organism clone 1041059767155 genomic sequence,3284,0,1489,99.73,100.13,99.6,99.87,10.23,3282.19,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874723.1 Uncultured organism clone 1041059767157 genomic sequence,1442,0,1492,97.52,99.46,98.05,100.54,5.49,1440.19,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,
155900|GQ874724.1 Uncultured organism clone 1041059767158 genomic sequence,9336,0,1606,100.0,100.0,100.0,100.0,24.5,9334.05,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874725.1 Uncultured organism clone 1041059767160 genomic sequence,1604,0,2248,61.03,63.03,96.82,158.65,4.03,1601.27,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,
155900|GQ874728.1 Uncultured organism clone 1041059767164 genomic sequence,3598,0,1439,83.32,85.06,97.96,117.57,12.45,3596.25,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,
155900|GQ874729.1 Uncultured organism clone 1041059767165 genomic sequence,4326,0,939,99.79,100.0,99.79,100.0,22.07,4324.86,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874730.1 Uncultured organism clone 1041059767167 genomic sequence,3598,0,992,99.29,100.3,98.99,99.7,18.48,3596.8,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874732.1 Uncultured organism clone 1041059767170 genomic sequence,11008,0,2169,99.45,100.05,99.4,99.95,24.39,11005.37,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874734.1 Uncultured organism clone 1041059767172 genomic sequence,9368,0,1786,99.27,100.28,98.99,99.72,25.95,9365.83,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874735.1 Uncultured organism clone 1041059767173 genomic sequence,1320,0,1083,94.74,95.75,98.94,104.44,6.86,1318.69,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874736.1 Uncultured organism clone 1041059767175 genomic sequence,4258,0,1865,99.62,100.0,99.62,100.0,10.25,4255.74,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874737.1 Uncultured organism clone 1041059767177 genomic sequence,2482,0,1366,98.54,100.07,98.46,99.93,9.56,2480.34,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874740.1 Uncultured organism clone 1041059767183 genomic sequence,4126,0,1574,99.3,99.3,100.0,100.7,10.75,4124.09,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874741.1 Uncultured organism clone 1041059767185 genomic sequence,6804,1,2646,100.0,100.0,100.0,100.0,12.84,6800.79,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874742.1 Uncultured organism clone 1041059767186 genomic sequence,1662,0,1073,99.35,99.44,99.91,100.56,7.88,1660.7,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874743.1 Uncultured organism clone 1041059767188 genomic sequence,1900,0,1040,99.33,100.0,99.33,100.0,9.41,1898.74,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874744.1 Uncultured organism clone 1041059767190 genomic sequence,4992,0,1523,99.74,99.93,99.8,100.07,14.67,4990.15,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874746.1 Uncultured organism clone 1041059767194 genomic sequence,1904,0,1349,98.81,100.0,98.81,100.0,6.98,1902.36,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874747.1 Uncultured organism clone 1041059767196 genomic sequence,8004,0,1792,98.94,100.0,98.94,100.0,24.51,8001.83,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874748.1 Uncultured organism clone 1041059767197 genomic sequence,4752,0,1954,97.95,99.18,98.76,100.83,11.89,4749.63,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874751.1 Uncultured organism clone 1041059767201 genomic sequence,2134,0,1001,99.2,100.0,99.2,100.0,11.55,2132.79,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874755.1 Uncultured organism clone 1041059767208 genomic sequence,4420,0,1176,99.57,100.0,99.57,100.0,17.23,4418.57,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874756.1 Uncultured organism clone 1041059767210 genomic sequence,7130,0,1561,99.55,100.51,99.04,99.49,23.16,7128.11,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874760.1 Uncultured organism clone 1041059767217 genomic sequence,5600,0,1380,99.35,100.0,99.35,100.0,23.55,5598.33,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874761.1 Uncultured organism clone 1041059767219 genomic sequence,1842,0,1410,76.31,77.45,98.53,129.12,6.49,1840.29,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874762.1 Uncultured organism clone 1041059767221 genomic sequence,1044,0,914,98.14,100.66,97.5,99.35,5.18,1042.89,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,
155900|GQ874765.1 Uncultured organism clone 1041059767226 genomic sequence,9894,0,2346,99.1,100.0,99.1,100.0,22.93,9891.15,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874766.1 Uncultured organism clone 1041059767227 genomic sequence,3222,0,1189,100.0,100.0,100.0,100.0,11.86,3220.56,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874767.1 Uncultured organism clone 1041059767229 genomic sequence,1280,0,973,88.8,91.37,97.19,109.45,5.87,1278.82,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,
155900|GQ874768.1 Uncultured organism clone 1041059767231 genomic sequence,1408,0,2091,73.98,77.91,94.97,128.36,4.31,1405.46,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,,,
155900|GQ874769.1 Uncultured organism clone 1041059767232 genomic sequence,2366,0,1476,98.64,100.0,98.64,100.0,8.57,2364.21,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874770.1 Uncultured organism clone 1041059767233 genomic sequence,6366,1,2749,99.45,100.07,99.38,99.93,10.59,6362.67,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874771.1 Uncultured organism clone 1041059767234 genomic sequence,3834,0,818,99.63,100.0,99.63,100.0,20.98,3833.01,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874772.1 Uncultured organism clone 1041059767236 genomic sequence,4000,0,1139,99.47,100.0,99.47,100.0,18.89,3998.62,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874773.1 Uncultured organism clone 1041059767238 genomic sequence,2208,0,1064,99.81,100.0,99.81,100.0,9.21,2206.71,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874774.1 Uncultured organism clone 1041059767240 genomic sequence,2660,0,1639,99.63,100.06,99.57,99.94,7.98,2658.01,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874775.1 Uncultured organism clone 1041059767241 genomic sequence,3508,0,1251,99.6,99.92,99.68,100.08,11.8,3506.48,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874776.1 Uncultured organism clone 1041059767243 genomic sequence,3840,0,1762,99.55,100.28,99.26,99.72,11.44,3837.86,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874778.1 Uncultured organism clone 1041059767245 genomic sequence,4814,0,1314,99.32,100.08,99.24,99.92,18.54,4812.41,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874780.1 Uncultured organism clone 1041059767249 genomic sequence,9542,0,2016,99.55,99.95,99.6,100.05,20.63,9539.55,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874781.1 Uncultured organism clone 1041059767250 genomic sequence,942,0,1295,86.87,89.42,97.15,111.83,4.23,940.43,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,
155900|GQ874782.1 Uncultured organism clone 1041059767252 genomic sequence,1074,0,1243,76.19,77.63,98.13,128.81,4.9,1072.49,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,,
155900|GQ874783.1 Uncultured organism clone 1041059767254 genomic sequence,3754,0,1900,98.84,100.16,98.69,99.84,10.2,3751.7,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874784.1 Uncultured organism clone 1041059767255 genomic sequence,2452,0,1543,96.44,97.34,99.07,102.73,8.74,2450.13,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874785.1 Uncultured organism clone 1041059767256 genomic sequence,6116,0,1587,99.43,100.32,99.12,99.69,20.5,6114.07,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874787.1 Uncultured organism clone 1041059767258 genomic sequence,7154,0,1611,98.2,98.63,99.56,101.38,21.9,7152.05,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874788.1 Uncultured organism clone 1041059767259 genomic sequence,7546,0,1763,99.49,100.0,99.49,100.0,22.08,7543.86,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874794.1 Uncultured organism clone 1041059767269 genomic sequence,6770,0,1536,99.93,100.2,99.74,99.81,19.54,6768.14,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874795.1 Uncultured organism clone 1041059767271 genomic sequence,2634,0,1698,100.0,100.0,100.0,100.0,9.21,2631.94,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
155900|GQ874796.1 Uncultured organism clone 1041059767272 genomic sequence,1440,0,736,99.59,100.0,99.59,100.0,10.02,1439.11,1e-26,unk_sk,unk_k,unk_p,unk_c,unk_o,unk_f,unk_g,uncultured organism,155900
